"path","class","recommendation","delete_risk","result","size_bytes","note"
"src/risk/__pycache__/healthy_expansion_policy.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6393","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1800","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.1584634317200","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1171","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.1883010471600","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1171","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.1927875241632","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1171","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.1994038355616","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1171","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.2005245536144","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1171","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.2257429768800","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1168","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.2536835360656","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1171","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.2557684779168","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1171","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.2613076285584","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1168","Generated cache file deleted."
"src/risk/__pycache__/interface.cpython-313.pyc.2641767143088","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1171","Generated cache file deleted."
"src/risk/__pycache__/participation_quality.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8141","Generated cache file deleted."
"src/risk/__pycache__/policies.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3076","Generated cache file deleted."
"src/risk/__pycache__/shadow_adapter.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","18236","Generated cache file deleted."
"src/risk/__pycache__/staged_gate.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3048","Generated cache file deleted."
"src/risk/__pycache__/state_conditional_exposure_engine_359.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8456","Generated cache file deleted."
"src/risk/__pycache__/state_detector.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","13782","Generated cache file deleted."
"src/sector/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","329","Generated cache file deleted."
"src/sector/__pycache__/sector_model.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3220","Generated cache file deleted."
"src/state/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1691","Generated cache file deleted."
"src/state/__pycache__/continuation_capture.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","31826","Generated cache file deleted."
"src/state/__pycache__/store.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","87467","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","514","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.1584634319840","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.1883010468000","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.1927875520640","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.1994038634624","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.2005245798768","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.2257429768560","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.2536835623280","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.2557684779888","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.2613076285824","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/__init__.cpython-313.pyc.2641767139488","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","232","Generated cache file deleted."
"src/strategy/__pycache__/conditions.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10872","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1296","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.1584634061616","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1059","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.1883010282800","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1038","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.1927872884528","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1038","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.1994035998512","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1038","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.2005243145776","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1059","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.2257427165232","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1296","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.2536833003568","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1296","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.2557684610352","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1296","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.2613076113200","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1296","Generated cache file deleted."
"src/strategy/__pycache__/interface.cpython-313.pyc.2641766954288","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1038","Generated cache file deleted."
"src/strategy/__pycache__/lifecycle.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","9411","Generated cache file deleted."
"src/strategy/__pycache__/selectors.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","171","Generated cache file deleted."
"src/strategy/__pycache__/validator.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7504","Generated cache file deleted."
"src/ui/__pycache__/app.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","166977","Generated cache file deleted."
"src/ui/__pycache__/app.cpython-313.pyc.3018403804016","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","105079","Generated cache file deleted."
"src/ui/__pycache__/trade_review_model.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12938","Generated cache file deleted."
"src/ui/__pycache__/trade_review_model.cpython-313.pyc.1918096812208","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12938","Generated cache file deleted."
"src/ui/__pycache__/trade_review_model.cpython-313.pyc.2375839492272","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12938","Generated cache file deleted."
"src/universe/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","470","Generated cache file deleted."
"src/universe/__pycache__/ranking.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1924","Generated cache file deleted."
"src/universe/__pycache__/universe_selector.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3516","Generated cache file deleted."
"tests/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","222","Generated cache file deleted."
"tests/__pycache__/__init__.cpython-313.pyc.1584633567136","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","222","Generated cache file deleted."
"tests/__pycache__/__init__.cpython-313.pyc.1883009734560","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","222","Generated cache file deleted."
"tests/__pycache__/__init__.cpython-313.pyc.2557684045728","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","222","Generated cache file deleted."
"tests/__pycache__/__init__.cpython-313.pyc.2613075531680","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","222","Generated cache file deleted."
"tests/__pycache__/__init__.cpython-313.pyc.2641766406048","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","222","Generated cache file deleted."
"tests/__pycache__/task496_500_fixture.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3303","Generated cache file deleted."
"tests/__pycache__/task512_516_fixture.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2472","Generated cache file deleted."
"tests/__pycache__/task523_528_fixture.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2491","Generated cache file deleted."
"tests/__pycache__/test_add_relay_diagnostics.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4629","Generated cache file deleted."
"tests/__pycache__/test_add_relay_lifecycle_363.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","13367","Generated cache file deleted."
"tests/__pycache__/test_analysis_benchmark_gate_512.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2792","Generated cache file deleted."
"tests/__pycache__/test_analysis_breakout_sensitivity_099.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8181","Generated cache file deleted."
"tests/__pycache__/test_analysis_max_return_regime_510.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2513","Generated cache file deleted."
"tests/__pycache__/test_analysis_regime_rebuild_511.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3007","Generated cache file deleted."
"tests/__pycache__/test_analysis_regime_switch_500.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2479","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_alpha_family_viability_350.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8484","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_anchored_oos_failure_uplift_355.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3807","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_audit_323.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3105","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_behavior_clustered_state_333.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8138","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_behavior_state_monetization_334.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8150","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_best_combo_323plus.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","22485","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_conditional_edge_integration_342.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4818","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_continuation_regime_persistence_351.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7170","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_continuation_regime_reframing_352.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5857","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_coverage_corrected_revalidation_346.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4388","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_cross_regime_persistence_349.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7393","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_endogenous_state_gated_allocator_357.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4375","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_event_shock_regime_audit_356.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4231","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_exit_size_324.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3933","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_information_layer_expansion_335.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10673","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_intraday_backfill_scope_337.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2455","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_intraday_coverage_alignment_345.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4945","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_intraday_coverage_audit_337.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2515","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_intraday_evaluation_fix_338.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5119","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_intraday_evidence_expansion_audit_344.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3681","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_intraday_signal_strengthening_339.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5151","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_local_state_stabilization_331.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3535","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_path_conditioned_entry_327.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8515","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_priority_overlay_translation_347.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5403","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_pro_quant_roadmap_343.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3164","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_regime_conditioned_entry_326.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4579","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_regime_continuation_sleeve_353.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8085","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_regime_entry_325.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5439","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_regime_failure_diagnosis_328.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5894","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_regime_sleeve_deployment_354.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7187","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_shadow_integration_360.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","20379","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_state_gated_execution_refinement_358.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4141","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_state_model_redesign_329.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4523","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_state_model_stabilization_330.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3867","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_state_space_realignment_332.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5233","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_strong_subset_validation_340.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4162","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_subset_refinement_341.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5285","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_tactical_sleeve_348.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6990","Generated cache file deleted."
"tests/__pycache__/test_analysis_structural_breakout_true_intraday_feasibility_336.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7595","Generated cache file deleted."
"tests/__pycache__/test_analysis_tbl_314.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5171","Generated cache file deleted."
"tests/__pycache__/test_artifact_migration.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4916","Generated cache file deleted."
"tests/__pycache__/test_cancel_loop.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","24150","Generated cache file deleted."
"tests/__pycache__/test_canonical_continuation_multifactor_filter_401.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4457","Generated cache file deleted."
"tests/__pycache__/test_canonical_continuation_oos_overlay_387.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5555","Generated cache file deleted."
"tests/__pycache__/test_canonical_continuation_quality_386.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6780","Generated cache file deleted."
"tests/__pycache__/test_canonical_lifecycle_capture_expansion_383.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12354","Generated cache file deleted."
"tests/__pycache__/test_canonical_lifecycle_replay_revalidation_382.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8883","Generated cache file deleted."
"tests/__pycache__/test_canonical_lifecycle_stream_accumulation_384.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","9250","Generated cache file deleted."
"tests/__pycache__/test_canonical_position_lifecycle_event_sourcing.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","9493","Generated cache file deleted."
"tests/__pycache__/test_continuation_event_identity.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6348","Generated cache file deleted."
"tests/__pycache__/test_continuation_lifecycle_replay.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6577","Generated cache file deleted."
"tests/__pycache__/test_continuation_setup_identity.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5147","Generated cache file deleted."
"tests/__pycache__/test_data_quality.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2285","Generated cache file deleted."
"tests/__pycache__/test_decision_labelability_audit_402r.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3510","Generated cache file deleted."
"tests/__pycache__/test_definition_audit_373.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6341","Generated cache file deleted."
"tests/__pycache__/test_engine_entry_gate_off.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2603","Generated cache file deleted."
"tests/__pycache__/test_entry_gates.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5139","Generated cache file deleted."
"tests/__pycache__/test_event_capture_369.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","25339","Generated cache file deleted."
"tests/__pycache__/test_event_lifecycle_365.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14629","Generated cache file deleted."
"tests/__pycache__/test_execution_policies.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3819","Generated cache file deleted."
"tests/__pycache__/test_experiment_registry.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3576","Generated cache file deleted."
"tests/__pycache__/test_forward_live_canonical_multifactor_decision_layer_401.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7275","Generated cache file deleted."
"tests/__pycache__/test_forward_live_cost_constrained_validation_396.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6438","Generated cache file deleted."
"tests/__pycache__/test_forward_live_entry_quality_filter_discovery_400.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5764","Generated cache file deleted."
"tests/__pycache__/test_forward_live_regime_detectability_395.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7199","Generated cache file deleted."
"tests/__pycache__/test_forward_live_strict_false_positive_decomposition_397.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3608","Generated cache file deleted."
"tests/__pycache__/test_forward_persistence_375.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14463","Generated cache file deleted."
"tests/__pycache__/test_forward_pure_breakout_374.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","18475","Generated cache file deleted."
"tests/__pycache__/test_frontend_continuity_contract.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2334","Generated cache file deleted."
"tests/__pycache__/test_golden_s4_kis_realistic.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2319","Generated cache file deleted."
"tests/__pycache__/test_healthy_expansion_policy.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5198","Generated cache file deleted."
"tests/__pycache__/test_historical_backfill_372.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","20787","Generated cache file deleted."
"tests/__pycache__/test_identity_review_protocol_380.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11468","Generated cache file deleted."
"tests/__pycache__/test_intraday_canonical_continuation_engine_388.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4801","Generated cache file deleted."
"tests/__pycache__/test_intraday_canonical_oos_validation_391.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5033","Generated cache file deleted."
"tests/__pycache__/test_intraday_universe_history_expansion_399.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2731","Generated cache file deleted."
"tests/__pycache__/test_kis_cancel_contract.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11588","Generated cache file deleted."
"tests/__pycache__/test_lifecycle_coverage_377.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10182","Generated cache file deleted."
"tests/__pycache__/test_lifecycle_identity_reconciliation_379.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11736","Generated cache file deleted."
"tests/__pycache__/test_lifecycle_recovery_378.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","13044","Generated cache file deleted."
"tests/__pycache__/test_lifecycle_replay_364.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16022","Generated cache file deleted."
"tests/__pycache__/test_macro_vol_theme_regime_overlay_392.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5315","Generated cache file deleted."
"tests/__pycache__/test_metrics.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3065","Generated cache file deleted."
"tests/__pycache__/test_mobile_remote_ops_contract.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3047","Generated cache file deleted."
"tests/__pycache__/test_multi_archetype_portfolio_discovery_403.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7184","Generated cache file deleted."
"tests/__pycache__/test_multi_event_dataset_366.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19987","Generated cache file deleted."
"tests/__pycache__/test_multifactor_continuation_state_discovery_402.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6143","Generated cache file deleted."
"tests/__pycache__/test_participation_quality.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3060","Generated cache file deleted."
"tests/__pycache__/test_persistence_universe_376.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","13431","Generated cache file deleted."
"tests/__pycache__/test_phase5_orchestration_script.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2090","Generated cache file deleted."
"tests/__pycache__/test_portfolio_path_equity_curve_simulation_398.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2487","Generated cache file deleted."
"tests/__pycache__/test_project_governance.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5624","Generated cache file deleted."
"tests/__pycache__/test_refined_archetype_portfolio_rebuild_405.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6195","Generated cache file deleted."
"tests/__pycache__/test_regime_aware_canonical_continuation_policy_394.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6577","Generated cache file deleted."
"tests/__pycache__/test_regime_gated_canonical_continuation_validation_393.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6880","Generated cache file deleted."
"tests/__pycache__/test_repo_env_loader.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5079","Generated cache file deleted."
"tests/__pycache__/test_report_recent_runs_store_370.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7461","Generated cache file deleted."
"tests/__pycache__/test_risk_policies.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4047","Generated cache file deleted."
"tests/__pycache__/test_run_trade_once_runtime_signal.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5395","Generated cache file deleted."
"tests/__pycache__/test_runtime_continuation_capture_370.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7871","Generated cache file deleted."
"tests/__pycache__/test_runtime_import_contract.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1367","Generated cache file deleted."
"tests/__pycache__/test_slack_client_safety.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2472","Generated cache file deleted."
"tests/__pycache__/test_source_time_capture_370.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11686","Generated cache file deleted."
